timestamp,label,scope,actual,expected,previous,vs_previous_passed,vs_previous_added,vs_previous_missing,expected_total_extra_3dp,expected_total_missing_3dp,expected_mismatch_count_3dp,l_sec_extra_3dp,l_sec_missing_3dp,l_usec_extra_3dp,l_usec_missing_3dp,l_usec_0_extra_3dp,l_usec_0_missing_3dp,l_usec2012_extra_3dp,l_usec2012_missing_3dp,l_usec3018_extra_3dp,l_usec3018_missing_3dp,expected_total_extra_2dp,expected_total_missing_2dp,expected_mismatch_count_2dp,l_sec_extra_2dp,l_sec_missing_2dp,l_usec_extra_2dp,l_usec_missing_2dp,l_usec_0_extra_2dp,l_usec_0_missing_2dp,l_usec2012_extra_2dp,l_usec2012_missing_2dp,l_usec3018_extra_2dp,l_usec3018_missing_2dp,expected_total_extra_1dp,expected_total_missing_1dp,expected_mismatch_count_1dp,l_sec_extra_1dp,l_sec_missing_1dp,l_usec_extra_1dp,l_usec_missing_1dp,l_usec_0_extra_1dp,l_usec_0_missing_1dp,l_usec2012_extra_1dp,l_usec2012_missing_1dp,l_usec3018_extra_1dp,l_usec3018_missing_1dp
2026-04-20T20:09:56-03:00,rerun260,43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun260-atsonly-qv-quarter-south-display-eastcomp2\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun258-atsonly-qv-sec1-blind30-sectioncue-clean\artifacts\output.dxf,False,3416,337,32,32,32,1,1,31,31,0,0,0,0,0,0,25,25,25,1,1,24,24,0,0,0,0,0,0,18,18,18,1,1,17,17,0,0,0,0,0,0
2026-04-20T20:18:17-03:00,rerun261,43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun261-atsonly-qv-quarter-south-display-eastcomp2-closed\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun258-atsonly-qv-sec1-blind30-sectioncue-clean\artifacts\output.dxf,False,3416,337,32,32,32,1,1,31,31,0,0,0,0,0,0,25,25,25,1,1,24,24,0,0,0,0,0,0,18,18,18,1,1,17,17,0,0,0,0,0,0
2026-04-20T20:32:55-03:00,rerun262,43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun262-atsonly-qv-quarter-postpass-adjacent1\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun258-atsonly-qv-sec1-blind30-sectioncue-clean\artifacts\output.dxf,False,3416,337,32,32,32,1,1,31,31,0,0,0,0,0,0,25,25,25,1,1,24,24,0,0,0,0,0,0,18,18,18,1,1,17,17,0,0,0,0,0,0
2026-04-20T20:42:19-03:00,rerun263,43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun263-atsonly-qv-quarter-postpass-adjacent2\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun258-atsonly-qv-sec1-blind30-sectioncue-clean\artifacts\output.dxf,False,3416,337,32,32,32,1,1,31,31,0,0,0,0,0,0,25,25,25,1,1,24,24,0,0,0,0,0,0,18,18,18,1,1,17,17,0,0,0,0,0,0
2026-04-20T21:47:38-03:00,rerun270-quarter-deep-east-shared1,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun270-atsonly-qv-quarter-deep-east-shared1\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun269-atsonly-qv-quarter-postpass-adjacent8\artifacts\output.dxf,False,337,3416,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-20T21:51:20-03:00,rerun272-quarter-deep-east-shared2,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun272-atsonly-qv-quarter-deep-east-shared2\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun269-atsonly-qv-quarter-postpass-adjacent8\artifacts\output.dxf,False,337,3416,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T09:21:55-03:00,rerun273-quarter-southmid-display1,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun273-atsonly-qv-quarter-southmid-display1\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun272-atsonly-qv-quarter-deep-east-shared2\artifacts\output.dxf,True,0,0,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T09:25:28-03:00,rerun274-quarter-southmid-display2,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun274-atsonly-qv-quarter-southmid-display2\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun272-atsonly-qv-quarter-deep-east-shared2\artifacts\output.dxf,True,0,0,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T09:27:33-03:00,rerun275-quarter-southmid-display3,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun275-atsonly-qv-quarter-southmid-display3\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun272-atsonly-qv-quarter-deep-east-shared2\artifacts\output.dxf,True,0,0,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T13:20:51-03:00,rerun310-regression-smoke,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-regression-smoke-rerun310\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun309-atsonly-qv-correction-quarter-deflection1\artifacts\output.dxf,True,0,0,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T13:28:41-03:00,rerun311-short-buffer-owner1,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-regression-rerun311-short-buffer-owner1\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-reference-compare-rerun309-atsonly-qv-correction-quarter-deflection1\artifacts\output.dxf,False,1,1,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
2026-04-21T14:41:25-03:00,rerun312-baseline-refresh,twp43-8-5,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\twp43-8-5-regression-rerun312-baseline-refresh\artifacts\output.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\src\AtsBackgroundBuilder\REFERENCE ONLY\43-8-5 corrected.dxf,C:\Users\Jesse 2025\Desktop\COMPLETE DRAFT\data\regression-baselines\twp43-8-5\accepted-output.dxf,True,0,0,21,21,21,1,1,20,20,0,0,0,0,0,0,14,14,14,1,1,13,13,0,0,0,0,0,0,8,8,8,1,1,7,7,0,0,0,0,0,0
